i am just here to provide my number,我就在這裡提供我的號碼,I will provide my number here.,commonQ.just_details
i am just here to provide my details,我就在這裡提供我的詳細信息,I will provide my details here.,commonQ.just_details
Who are youu?,你是誰？,who are you?,commonQ.name
What can I call you?,我能打電話給你什麼？,What can I call you?,commonQ.name
Your name?,你的名字？,your name?,commonQ.name
Can you tell me your name?,請告訴我你的名字？,Please tell me your name?,commonQ.name
Are you there?,你在那裡嗎？,Are you there?,commonQ.name
Any one there?,有人在嗎？,Is anyone here?,commonQ.name
What is your name?,你叫什麼名字？,What's your name?,commonQ.name
are you abir?,你是阿比爾嗎？,Are you Abil?,commonQ.name
Is anyone there?,有人在嗎？,Is anyone here?,commonQ.name
Your name is?,你的名字是？,Your name is?,commonQ.name
Who is chatting?,誰在聊天？,Who is chatting?,commonQ.name
Tell me about your self?,說說你自己？,tell me about yourself?,commonQ.name
Who are you?,你是誰？,who are you?,commonQ.name
Who am I chatting with?,我和誰聊天？,Who am I chatting with?,commonQ.name
What's your name?,你叫什麼名字？,What's your name?,commonQ.name
What should I say as your name?,我該怎麼說你的名字？,What should I say about your name?,commonQ.name
Tell me your name?,告訴我你的名字？,tell me your name?,commonQ.name
What are you called?,你叫什麼名字？,What's your name?,commonQ.name
No I will not give the information.,不，我不會提供信息。,"No, I will not provide information.",commonQ.not_giving
No. Cannot give you.,不，不能給你。,"No, can't give it to you.",commonQ.not_giving
I don't want to tell,我不想告訴,I do not want to tell,commonQ.not_giving
I don't want to,我不想,I do not want,commonQ.not_giving
I don't think so,我不這麼認為,I do not think so,commonQ.not_giving
Don't have it as of now.,截至目前還沒有。,Not yet.,commonQ.not_giving
Cannot tell you,不能告訴你,can not tell you,commonQ.not_giving
Won't tell,不會告訴,Will not tell,commonQ.not_giving
Won't give you,不會給你,Will not give you,commonQ.not_giving
Sorry but I won't,對不起，但我不會,"Sorry, but I won't",commonQ.not_giving
Right now I don't have it.,現在我沒有它。,Now I don't have it.,commonQ.not_giving
I have a question,我有個問題,I have a question,commonQ.query
Need to aska query,需要aska查詢,Need aska query,commonQ.query
I have a question for you,我有一個問題問你,I have a question to ask you,commonQ.query
HAving a query,有查詢,Have a query,commonQ.query
I have a query for you,我有一個查詢給你,I have a query for you.,commonQ.query
I have a query,我有一個問題,I have a question,commonQ.query
Have a query for you,有你的問題,Have your problem,commonQ.query
Wait for two minutes,等兩分鐘,Wait two minutes,commonQ.wait
will you please wait,你能等一下嗎？,Can you wait a minute?,commonQ.wait
Can you  please wait,你能等一下嗎？,Can you wait a minute?,commonQ.wait
Please wait,請耐心等待,please wait patiently,commonQ.wait
Wait for some time,等一段時間,wait for some time,commonQ.wait
Want you to wait for me,希望你等我,I hope you wait for me.,commonQ.wait
Can you wait for two minutes,你能等兩分鐘嗎？,Can you wait two minutes?,commonQ.wait
Connect me to the support of abcd company,聯繫我到abcd公司的支持,Contact me to abcd support,contact.contact
I want a call back from you,我想要你回電話,I want you to call back.,contact.contact
Please tell me your tollfree number ?,請告訴我你的tollfree號碼？,Please tell me your tollfree number?,contact.contact
Please tell me your mobile number?,請告訴我你的手機號碼？,Please tell me your mobile number?,contact.contact
Address of your company?,你公司的地址？,Your company's address?,contact.contact
Address of abcd company?,abcd公司的地址？,Abcd company's address?,contact.contact
How to reach out to abcd company team?,如何?系abcd公司團隊？,How to contact the abcd company team?,contact.contact
How to get in touch with your team?,如何與您的團隊取得聯繫？,How can I get in touch with your team?,contact.contact
Your team can be reached how?,您的團隊可以如何?系？,How can your team contact?,contact.contact
Your helpline number?,你的幫助熱線號碼？,Your helpline number?,contact.contact
Your company's address?,貴公司的地址？,What is the address of your company?,contact.contact
How to meet you,怎麼見到你,How to see you,contact.contact
Your email address to reach?,您的電子郵件地址？,your email address?,contact.contact
You have any branch at kolkata?,你在kolkata有分店嗎？,Do you have a branch in kolkata?,contact.contact
How contact representative?,聯繫代表如何？,How is the representative?,contact.contact
How do i contact you?,我如何?係你？,How can I contact you?,contact.contact
How to get in touch with the your team?,如何與您的團隊取得聯繫？,How can I get in touch with your team?,contact.contact
How to contact you?,怎麼聯繫你？,how to contact you?,contact.contact
What is your helpline number?,你的熱線電話號碼是多少？,What is your hotline number?,contact.contact
Which number I should call to reach you?,我打電話給你的電話號碼是多少？,What is the phone number I called you?,contact.contact
Which number can I call to discuss?,我可以打電話來討論哪個號碼？,Which number can I call to discuss?,contact.contact
Which email should I use to reach to you?,我應該使用哪封電子郵件與您聯繫？,Which email should I use to contact you?,contact.contact
Which email I must use to reach to you?,我必須使用哪封電子郵件與您聯繫？,Which email do I have to contact you?,contact.contact
Give me your number need to speak,給我你需要說的號碼,Give me the number you need to say,contact.contact
Give me your mobile no,給我你的手機號碼,Give me your mobile number,contact.contact
Give me the mobile number and i will call you,給我手機號碼，我會打電話給你,"Give me my mobile number, I will call you",contact.contact
Email I must use to co-ordinate with you,我必須使用電子郵件與您協調,I have to use email to coordinate with you,contact.contact
Getting in touch,取得聯繫,get in touch,contact.contact
I need help. Connect me with support.,我需要幫助。給我支持。,I need help. Give me support.,contact.contact
Need a telephonic call,需要撥打電話,Need to call,contact.contact
Need a person to chat with me,需要一個人和我聊天,Need someone to chat with me,contact.contact
Need human agent,需要人工代理,Requires a human agent,contact.contact
Need customer care,需要客戶服務,Need customer service,contact.contact
Guide me please regarding the loan?,請指導我關於貸款？,Please guide me about the loan?,contact.contact
Contact me on my personal number 9999999999,請通過我的個人編號9999999999與我聯繫,Please contact me via my personal number 9999999999,contact.contact
Did not solved my query,沒解決我的疑問,Did not solve my doubts,contact.contact
Contact me please,請聯繫我,Please contact me,contact.contact
Guide me please,請指導我,Please guide me,contact.contact
Call me later,以後給我打電話,Call me later,contact.contact
Call me at my phone number?,用我的電話號碼給我打電話？,Call me with my phone number?,contact.contact
999999999 call me now,999999999給我打電話,Call me at 999999999,contact.contact
arrange call for me,安排打電話給我,Arrange to call me,contact.contact
call me at my number,叫我的電話號碼,Call my phone number,contact.contact
Should I get a call back tomorrow?,我明天應該打個電話嗎？,Should I make a call tomorrow?,contact.contact
Can I call tomorrow?,我明天可以打電話嗎？,Can I call tomorrow?,contact.contact
Contact me at my mobile number,通過我的手機號碼與我聯繫,Contact me via my mobile number,contact.contact
Call on the mobile number 9999999999,撥打手機號碼9999999999,Call mobile number 9999999999,contact.contact
Call on my phone number 9999999999,撥打我的電話號碼9999999999,Call my phone number 9999999999,contact.contact
Contact me at my phone number,通過我的電話號碼與我聯繫,Contact me via my phone number,contact.contact
Call on 9999999999 now,現在撥打9999999999,Call 9999999999 now,contact.contact
Please get me human to solve my query?,請讓我解決我的疑問？,Please let me solve my question?,contact.contact
Please call me on my number,請撥打我的電話號碼,Please call my phone number,contact.contact
Want a person to chat,想要一個人聊天,Want to chat alone,contact.contact
Please contact me now,請立即聯繫我,Please contact me immediately,contact.contact
Call me on my number,叫我號碼,Call me number,contact.contact
Want to chat with a person,想和一個人聊天,Want to chat with a person,contact.contact
What is your email ID?,你的電子郵件ID是多少？,What is your email ID?,contact.contact
Need to speak to an executive,需要與行政人員交談,Need to talk to executives,contact.contact
Need to get in touch with the your team?,需要與您的團隊取得聯繫？,Need to get in touch with your team?,contact.contact
Need to contact customer care.,需要聯繫客戶服務。,Need to contact customer service.,contact.contact
Need to contact customer care agent.,需要聯繫客戶服務代理商。,Need to contact a customer service agent.,contact.contact
Need to contact customer care executive,需要聯繫客戶服務主管,Need to contact customer service supervisor,contact.contact
Need to contact customer care agent now please,現在請聯繫客戶服務代理商,Please contact customer service agent now,contact.contact
In which number should I reach to you?,我應該在哪個號碼上找到你？,Which number should I find you on?,contact.contact
In which number can I reach your team?,我可以通過哪個號碼聯繫您的團隊？,Which number can I contact your team?,contact.contact
In which email to reach you?,你能收到哪封電子郵件？,Which email can you receive?,contact.contact
How to reach you ?,怎麼去找你？,How to find you?,contact.contact
can i meet any one in bank?,我可以在銀行見到任何人嗎？,Can I see anyone at the bank?,contact.contact
Can I please contact customer care?,我可以聯繫客服嗎？,Can I contact customer service?,contact.contact
can u tell me your Email id ?,你能告訴我你的電子郵件ID嗎？,Can you tell me your email ID?,contact.contact
Can you provide executive number help,你能提供行政號碼幫助嗎？,Can you provide administrative number assistance?,contact.contact
Can you share the contact details of the support,您能否分享支持的聯繫方式？,Can you share the contact information for your support?,contact.contact
Need to contact you guys,需要聯繫你們,Need to contact you,contact.contact
Need to get in touch with the Simpler Loan team?,需要與Simpler Loan團隊取得聯繫？,Need to get in touch with the Simpler Loan team?,contact.contact
can i get phone number of your company,我可以獲得貴公司的電話號碼嗎？,Can I get your company's phone number?,contact.contact
Can I get a telephonic call?,我可以撥打電話嗎？,Can I make a call?,contact.contact
I wan to speak to executive,我想和執行官談談,I want to talk to the executive.,contact.contact
Is it possible to meet any one in bank,是否可以在銀行遇到任何人,Can I meet anyone at the bank?,contact.contact
I want to speak with you,我想跟你聊聊,I want to talk to you.,contact.contact
I want to contact concerned people.,我想聯繫有關人士。,I want to contact the person concerned.,contact.contact
I want to contact your team,我想聯繫你的團隊,I want to contact your team.,contact.contact
I want to tak to you,我想抓住你,I want to catch you,contact.contact
I want to talk to customer care executive,我想和客戶服務主管談談,I want to talk to the customer service executive.,contact.contact
How to reach out to your team?,如何與您的團隊聯繫？,How can I contact your team?,contact.contact
Email I can use to reach you?,我可以用電子郵件與您聯繫？,Can I contact you by email?,contact.contact
Do you have any branch?,你有分店嗎？,Do you have a branch?,contact.contact
Customer support?,客戶支持？,Customer Support?,contact.contact
Customer service?,客戶服務？,customer service?,contact.contact
Please call me at my number,請撥打我的號碼給我打電話,Please call me at my number.,contact.contact
No answering correctly,沒有正確回答,Did not answer correctly,contact.contact
Need to contact your team,需要聯繫您的團隊,Need to contact your team,contact.contact
Need to contact human,需要聯繫人,Need contact,contact.contact
How to get in touch with customer service?,如何與客戶服務聯繫？,How to contact customer service?,contact.contact
What is your customer care no. ?,什麼是您的客戶服務號碼。 ？,What is your customer service number. ?,contact.contact
Number I can call to discuss,我可以打電話來討論,I can call to discuss,contact.contact
What is your toll free number,你的免費電話號碼是多少？,What is your toll-free number?,contact.contact
What's the Email ID of abcd company,什麼是abcd公司的電子郵件ID,What is the email ID of abcd company,contact.contact
Where are your branches?,你的分支在哪裡？,Where is your branch?,contact.contact
Where is your office located?,你的辦公室在哪裡？,Where is your office?,contact.contact
Where is your office?,你的辦公室在哪裡？,Where is your office?,contact.contact
Kindle send you are mobile no or email IDentification,Kindle發送給你手機沒有或電子郵件IDentification,Kindle sent to your phone no or email IDentification,contact.contact
i wish to talk with representative,我想和代表談談,I want to talk to the representative.,contact.contact
Kindly send you are customer care no,請發送給您的是客戶服務沒有,Please send it to you is not customer service,contact.contact
Let me speak with an executive,讓我和一位高管談談,Let me talk to an executive,contact.contact
Need to contact concerned persons,需要聯繫有關人員,Need to contact the relevant personnel,contact.contact
Want to meet your executive,想見到你的主管,I want to see your supervisor,contact.contact
want to talk to executive,想跟執行官談談,I want to talk to the executive.,contact.contact
What are the customer care contact?,什麼是客戶服務聯繫人？,What is a customer service contact?,contact.contact
What is email ID of your company?,您公司的電子郵件ID是什麼？,What is your company's email ID?,contact.contact
What is the toll free number of abcd company,什麼是abcd公司的免費電話號碼,What is abcd's toll-free number?,contact.contact
What is the toll free number,什麼是免費電話號碼,What is a toll-free number?,contact.contact
What is the nearest branch?,什麼是最近的分支？,What is the nearest branch?,contact.contact
What is the email address to reach you?,聯繫您的電子郵件地址是什麼？,What is your email address?,contact.contact
How can the the your team be reached?,如何與您的團隊聯繫？,How can I contact your team?,contact.contact
How can the abcd company team be reached?,如何與abcd公司團隊聯繫？,How to contact the abcd company team?,contact.contact
How can I speak to an executive,我怎麼能跟一位高管說話呢,How can I talk to an executive?,contact.contact
How can I reach your team for a query?,如何?系您的團隊進行查詢？,How can I contact your team for a query?,contact.contact
How can I contact you?,我該怎麼聯繫你？,How can I contact you?,contact.contact
Give your contact number.,提供您的聯繫電話。,Provide your contact number.,contact.contact
abcd company team can be reached how?,abcd公司團隊可以達成怎麼樣？,What can the abcd team do?,contact.contact
abcd company email address?,abcd公司的電子郵件地址？,Abcd's email address?,contact.contact
abcd company office is located where?,abcd公司辦公室在哪裡？,Where is the abcd office?,contact.contact
Any branch at delhi?,在德里的任何一個分支？,Any branch in Delhi?,contact.contact
Want to meet the executive for loan information,想要了解貸款信息的執行官,Executive officer who wants to know the loan information,contact.contact
Want to communicate. So give me your number,想要溝通。那麼告訴我你的號碼,Want to communicate. Then tell me your number,contact.contact
To reach you which email address?,要聯繫到哪個電子郵件地址？,Which email address do you want to contact?,contact.contact
Tell me the number in which I could reach?,告訴我我可以達到的號碼？,Tell me the number I can reach?,contact.contact
Please send you are number,請發給你號碼,Please send you a number,contact.contact
Please provide phone no.,請提供電話號碼。,Please provide a phone number.,contact.contact
Please provide me the to contact person,請提供聯繫人,Please provide a contact,contact.contact
Pease tell mobile number. I need to speak,皮斯告訴手機號碼。我需要發言,Pace told the mobile number. I need to speak,contact.contact
Please provide me the real person,請提供真實的人,Please provide real people,contact.contact
Please give your mobile no or email ID,請提供您的手機號碼或電子郵件ID,Please provide your mobile number or email ID,contact.contact
Number to reach you,給你的電話號碼,Give your phone number,contact.contact
Need to chat with human,需要和人類聊天,Need to chat with humans,contact.contact
i want to know your office address in punjab?,我想知道你在旁遮普的辦公地址？,I want to know your office address in Punjab?,contact.contact
Lost Aadhaar,迷失了Aadhaar,Lost Aadhaar,faq.aadhaar_missing
"I currently don't have Aadhaar card, What can I do?",我目前沒有Aadhaar卡，我該怎麼辦？,"I don't currently have an Aadhaar card, what should I do?",faq.aadhaar_missing
I do not have aadhaar card can I apply for loan,我沒有aadhaar卡可以申請貸款,I can apply for a loan without aadhaar card.,faq.aadhaar_missing
i do not have addhar card can I get loan,我沒有addhar卡可以獲得貸款,I don't have an addhar card to get a loan.,faq.aadhaar_missing
I do not have an Aadhaar Card. What should I do?,我沒有Aadhaar卡。我該怎麼辦？,I don't have an Aadhaar card. what should I do?,faq.aadhaar_missing
If Aadhaar card goes missing would I be able to give my application?,如果Aadhaar卡丟失了，我可以提供我的申請嗎？,Can I offer my application if the Aadhaar card is lost?,faq.aadhaar_missing
If my Aadhaar card is lost can I still submit my application?,如果我的Aadhaar卡丟失了，我還能提交我的申請嗎？,Can I submit my application if my Aadhaar card is lost?,faq.aadhaar_missing
I lost my aadhaar can I still apply?,我失去了我的aadhaar我還能申請嗎？,I lost my aadhaar. Can I still apply?,faq.aadhaar_missing
Is Aadhaar card mandatory for filling the loan application?,Aadhaar卡是否必須填寫貸款申請表？,Do I have to fill out the loan application form for the Aadhaar card?,faq.aadhaar_missing
Is it compulsory to give Aadhaar card for the sanction of this loan?,是否必須提供Aadhaar卡來批准這筆貸款？,Is it necessary to provide an Aadhaar card to approve the loan?,faq.aadhaar_missing
Is it mandatory to give Aadhaar card for loan?,是否必須提供Aadhaar卡貸款？,Do I have to provide an Aadhaar card loan?,faq.aadhaar_missing
No Aadhaar,沒有Aadhaar,No Aadhaar,faq.aadhaar_missing
No Aadhaar. Can I apply?,沒有Aadhaar。我可以申請嗎？,No Aadhaar. Can I apply?,faq.aadhaar_missing
No aadhaar. Can I still get the loan?,沒有aadhaar。我還可以獲得貸款嗎？,No aadhaar. Can I still get a loan?,faq.aadhaar_missing
No aadhaar here. Can I still get a loan?,這裡沒有aadhaar。我還能獲得貸款嗎？,There is no aadhaar here. Can I still get a loan?,faq.aadhaar_missing
No aadhaar here. Can I submit application?,這裡沒有aadhaar。我可以提交申請嗎？,There is no aadhaar here. Can I submit an application?,faq.aadhaar_missing
Not having aadhaar. What to do?,沒有aadhaar。該怎麼辦？,No aadhaar. What should I do?,faq.aadhaar_missing
Without the aadhaar get I still get loan?,沒有aadhaar得到我仍然得到貸款？,Didn't aadhaar get me still getting a loan?,faq.aadhaar_missing
Without having Aadhaar card can I submit my application?,如果沒有Aadhaar卡，我可以提交申請嗎？,Can I submit an application without an Aadhaar card?,faq.aadhaar_missing
What should I do if i don't have Aadhaar card?,如果我沒有Aadhaar卡，我該怎麼辦？,What should I do if I don't have an Aadhaar card?,faq.aadhaar_missing
What can I do if I lost Aadhaar card?,如果我丟失了Aadhaar卡，我該怎麼辦？,What should I do if I lose my Aadhaar card?,faq.aadhaar_missing
What can I do if I don't have Aadhaar card?,如果我沒有Aadhaar卡，我該怎麼辦？,What should I do if I don't have an Aadhaar card?,faq.aadhaar_missing
What are my options if I don't have the  Aadhaar card?,如果我沒有Aadhaar卡，我有什麼選擇？,"If I don't have an Aadhaar card, what options do I have?",faq.aadhaar_missing
Tell me can you give me a loan without the Aadhaar card?,告訴我你可以在沒有Aadhaar卡的情況下給我貸款嗎？,Tell me can you give me a loan without an Aadhaar card?,faq.aadhaar_missing
Aadhaar card is lost can I still submit my application?,Aadhaar卡丟了還可以提交申請嗎？,Can I submit an application if I lost my Aadhaar card?,faq.aadhaar_missing
Aadhaar card is missing.,Aadhaar卡丟失了。,The Aadhaar card is missing.,faq.aadhaar_missing
"Aadhaar card is missing, What to do?",Aadhaar卡不見了，該怎麼辦？,"The Aadhaar card is gone, what should I do?",faq.aadhaar_missing
"Aadhaar is lost, what else can I do?",Aadhaar迷路了，我還能做什麼？,"Aadhaar is lost, what else can I do?",faq.aadhaar_missing
can I apply for loan even if I do not have addhar card?,即使我沒有addhar卡，我可以申請貸款嗎？,Can I apply for a loan even if I don't have an addhar card?,faq.aadhaar_missing
Can I apply without having Aadhaar card?,我可以在沒有Aadhaar卡的情況下申請嗎？,Can I apply without an Aadhaar card?,faq.aadhaar_missing
Can I get loan without the Aadhaar card?,沒有Aadhaar卡，我可以獲得貸款嗎？,Can I get a loan without an Aadhaar card?,faq.aadhaar_missing
Can I still get loan even without aadhaar?,即使沒有aadhaar，我還能獲得貸款嗎？,Can I still get a loan even without aadhaar?,faq.aadhaar_missing
Can I submit my application even if I dont have Aadhaar card,即使我沒有Aadhaar卡，我也可以提交申請嗎？,Can I submit an application even if I don't have an Aadhaar card?,faq.aadhaar_missing
"Don't have Aadhaar card, Tell me what should I do?",沒有Aadhaar卡，告訴我該怎麼辦？,"No Aadhaar card, tell me what to do?",faq.aadhaar_missing
How to get loan without Aadhaar card?,如何在沒有Aadhaar卡的情況下獲得貸款？,How to get a loan without an Aadhaar card?,faq.aadhaar_missing
What address proof can I provide?,我可以提供哪些地址證明？,What address proof can I provide?,faq.address_proof
Types of address proofs I can give?,我可以提供的地址樣張類型？,What type of address sample can I provide?,faq.address_proof
The types of proofs of address. Which I can give.,地址證明的類型。我能給予哪些。,The type of address proof. What can I give.,faq.address_proof
The proofs of address that I need to submit.,我需要提交的地址證明。,I need to submit a proof of address.,faq.address_proof
The business address proofs I can upload in the application?,我可以在應用程序中上傳的商家地址樣張嗎？,Can I upload a sample of the business address in the app?,faq.address_proof
The bills to be uploaded for proving the address?,要上傳證明地址的賬單？,Want to upload a bill for a certified address?,faq.address_proof
The address proofs that can be uploaded in application?,可以在申請中上傳的地址樣張？,Sample address that can be uploaded in the application?,faq.address_proof
The address proofs that are needed in this application?,此應用程序需要的地址證明？,Proof of address required for this application?,faq.address_proof
Need to provide which address proofs?,需要提供哪些地址樣張？,What address samples do I need to provide?,faq.address_proof
In application which address proofs can be uploaded?,在可以上傳地址證明的申請中？,In an application that can upload proof of address?,faq.address_proof
For proving the address what is the proofs I can upload?,為了證明地址，我可以上傳哪些證據？,What evidence can I upload to prove the address?,faq.address_proof
For proving my address what address I need to give?,為了證明我的地址我需要提供什麼地址？,What address do I need to provide in order to prove my address?,faq.address_proof
For proof of my address which bills do you need?,為了證明我的地址你需要哪些賬單？,What bill do you need to prove my address?,faq.address_proof
For address proof what bills can I upload?,為了解決地址問題我可以上傳哪些賬單？,What bills can I upload to solve the address problem?,faq.address_proof
For address proof what bills can Igive?,為了解決哪些法案可以使用Igive？,In order to solve what bills can Igive use?,faq.address_proof
The personal address information I can upload in the application?,我可以在應用程序中上傳的個人地址信息？,Can I upload personal address information in the app?,faq.address_proof
personal address proofs I'll have to provide?,個人地址證明我必須提供？,Personal address proof I have to provide?,faq.address_proof
personal address proofs I need to give?,個人地址證明我需要給出？,Personal address proof I need to give?,faq.address_proof
personal address proofs I need to upload?,個人地址樣張我需要上傳嗎？,I need to upload a personal address sample?,faq.address_proof
Please tell me what are different personal address proofs I can upload in this application?,請告訴我我可以在此應用程序中上傳哪些不同的個人地址證明？,Please tell me which different personal address certificates can I upload in this app?,faq.address_proof
Personal proofs to be added in application?,在申請中添加個人證明？,Add a personal certificate to your application?,faq.address_proof
Personal proofs added on application?,申請時添加了個人證明？,Added personal proof when applying?,faq.address_proof
Tell me what are the personal address proofs I can upload in the application?,告訴我可以在應用程序中上傳的個人地址證明是什麼？,Tell me what the personal address proof that can be uploaded in the app?,faq.address_proof
Which personal address proofs can I upload in the application?,我可以在應用程序中上傳哪些個人地址樣張？,What personal address samples can I upload in the app?,faq.address_proof
What types of personal address proofs can I provide?,我可以提供哪些類型的個人地址證明？,What types of personal address proofs can I provide?,faq.address_proof
What types of personal address information can I upload as part of the application?,我可以將哪些類型的個人地址信息作為應用程序的一部分上傳？,What types of personal address information can I upload as part of my application?,faq.address_proof
What personal address can I give for my address,我可以為我的地址提供個人地址,I can provide a personal address for my address.,faq.address_proof
What are the personal address proofs I can upload in the application?,我可以在應用程序中上傳哪些個人地址證明？,What personal address proofs can I upload in the app?,faq.address_proof
The personal address proofs I can upload in the application?,我可以在申請表中上傳個人地址樣張嗎？,Can I upload a sample of my personal address in the application form?,faq.address_proof
Address information I can upload in the application?,我可以在應用程序中上傳的地址信息？,Can I upload address information in the app?,faq.address_proof
Address proof I have to provide,我必須提供的地址證明,Proof of address I must provide,faq.address_proof
Address proofs I can upload in the application?,地址樣張我可以在申請表中上傳嗎？,Can I upload the address sample in the application form?,faq.address_proof
Address proofs I'll have to provide?,地址證明我必須提供？,Address proof I have to provide?,faq.address_proof
Address proofs I need to give?,我需要提供的地址證明？,What address proof do I need to provide?,faq.address_proof
Address proofs I need to upload?,我需要上傳的地址樣張嗎？,Do I need to upload an address sample?,faq.address_proof
Bills for proof of address?,地址證明的票據？,Address proof of the ticket?,faq.address_proof
Bills I can give for address proof?,我可以提供地址證明的票據嗎？,Can I provide a ticket with proof of address?,faq.address_proof
Bills I can upload for proof of my address?,我可以上傳賬單以獲取我的地址證明嗎？,Can I upload a bill to get my proof of address?,faq.address_proof
Bills that I can give for the address proof?,我可以提供地址證明的票據？,Can I provide a ticket with proof of address?,faq.address_proof
Bills to give for proof of address?,提供地址證明的票據？,Provide a ticket for proof of address?,faq.address_proof
Bills to give for proving the address,提供證明地址的法案,Provide a bill to prove the address,faq.address_proof
Bills you need to address proof?,您需要處理證明的賬單嗎？,Do you need to process the bill for the certificate?,faq.address_proof
personal address proofs can I give in the application?,我可以在申請中提供個人地址證明嗎？,Can I provide proof of personal address in my application?,faq.address_proof
personal address information I can upload in the application?,我可以在應用程序中上傳的個人地址信息？,Can I upload personal address information in the app?,faq.address_proof
For the application what are the personal adresss information I can upload?,對於應用程序，我可以上傳哪些個人地址信息？,What personal address information can I upload for the app?,faq.address_proof
Different personal address proofs I can upload in this loan application?,我可以在此貸款申請中上傳不同的個人地址證明嗎？,Can I upload a different proof of personal address in this loan application?,faq.address_proof
In loan application what are diifferent personal address proofs ?,在貸款申請中，什麼是不同的個人地址證明？,What is a different proof of personal address in the loan application?,faq.address_proof
home or personal address proofs can I upload as part of the application?,我可以上傳家庭或個人地址樣張作為申請的一部分嗎？,Can I upload a sample of my family or personal address as part of my application?,faq.address_proof
For the application what are the personal adresss proofs I can upload?,對於應用程序，我可以上傳哪些個人地址樣張？,What personal address samples can I upload for the app?,faq.address_proof
